"VD編號","道路","位置","方向","星期","時段","預測當量","塞車機率"
"infiarkrh","瑞湖街","瑞湖街107號","S","1","a",603.039238636364,"0.75"
"infiarkrh","瑞湖街","瑞湖街107號","N","1","a",290.458188484849,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","1","a",2606.29739575758,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","1","a",2275.76775454545,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","1","a",2345.66765618182,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","1","a",2275.76775454545,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","1","a",2111.10089056364,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","1","a",2111.10089056364,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","1","a",1899.99080150727,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","1","a",1899.99080150727,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","1","a",691.076264264706,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","1","a",1514.78052413069,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","1","a",677.254738979412,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","1","a",1545.07613461331,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","1","a",663.433213694118,"0.95"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","1","a",1575.37174509592,"0.95"
"infiarkdhknt","東湖路","東湖路23號","E","1","a",552.861011411765,"0.75"
"infiarkdhknt","東湖路","東湖路23號","W","1","a",1211.82441930455,"0.95"
"infiarkdh","東湖路","東湖路115號","E","1","a",525.217960841176,"0.95"
"infiarkdh","東湖路","東湖路115號","W","1","a",1151.23319833933,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","2","a",633.835483636364,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","2","a",1378.38505151515,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","2","a",570.451935272727,"0.75"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","2","a",1240.54654636364,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","2","a",538.760161090909,"0.75"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","2","a",1171.62729378788,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","2","a",689.192525757576,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","2","a",316.917741818182,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","2","a",620.273273181818,"0.75"
"infiarkrh","瑞湖街","瑞湖街107號","N","2","a",316.917741818182,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","2","a",2865.19996,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","2","a",2232.39639757576,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","2","a",2578.679964,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","2","a",2232.39639757576,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","2","a",2320.8119676,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","2","a",2320.8119676,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","2","a",2088.73077084,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","2","a",2088.73077084,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","2","a",636.0903046875,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","2","a",1628.10508661442,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","2","a",623.36849859375,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","2","a",1660.66718834671,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","2","a",610.6466925,"0.95"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","2","a",1693.229290079,"0.75"
"infiarkdhknt","東湖路","東湖路23號","E","2","a",508.87224375,"0.75"
"infiarkdhknt","東湖路","東湖路23號","W","2","a",1302.48406929154,"0.95"
"infiarkdh","東湖路","東湖路115號","E","2","a",483.4286315625,"0.95"
"infiarkdh","東湖路","東湖路115號","W","2","a",1237.35986582696,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","3","a",607.663531515151,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","3","a",1374.21956363636,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","3","a",546.897178363636,"0.75"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","3","a",1236.79760727273,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","3","a",516.514001787879,"0.75"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","3","a",1168.08662909091,"0.75"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","3","a",687.109781818182,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","3","a",303.831765757576,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","3","a",618.398803636364,"0.75"
"infiarkrh","瑞湖街","瑞湖街107號","N","3","a",303.831765757576,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","3","a",2487.10123875,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","3","a",2129.031725625,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","3","a",2238.391114875,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","3","a",2129.031725625,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","3","a",2014.5520033875,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","3","a",2014.5520033875,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","3","a",1813.09680304875,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","3","a",1813.09680304875,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","3","a",620.790204829545,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","3","a",1508.4750326788,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","3","a",608.374400732954,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","3","a",1538.64453333238,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","3","a",595.958596636363,"0.95"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","3","a",1568.81403398596,"0.75"
"infiarkdhknt","東湖路","東湖路23號","E","3","a",496.632163863636,"0.75"
"infiarkdhknt","東湖路","東湖路23號","W","3","a",1206.78002614304,"0.95"
"infiarkdh","東湖路","東湖路115號","E","3","a",471.800555670454,"0.95"
"infiarkdh","東湖路","東湖路115號","W","3","a",1146.44102483589,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","4","a",545.879738285714,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","4","a",1297.61769714286,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","4","a",491.291764457143,"0.75"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","4","a",1167.85592742857,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","4","a",463.997777542857,"0.75"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","4","a",1102.97504257143,"0.75"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","4","a",648.808848571429,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","4","a",272.939869142857,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","4","a",583.927963714286,"0.75"
"infiarkrh","瑞湖街","瑞湖街107號","N","4","a",272.939869142857,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","4","a",2521.95552588235,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","4","a",2149.69896,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","4","a",2269.75997329412,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","4","a",2149.69896,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","4","a",2042.78397596471,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","4","a",2042.78397596471,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","4","a",1838.50557836824,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","4","a",1838.50557836824,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","4","a",629.065432190476,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","4","a",1477.56515595996,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","4","a",616.484123546667,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","4","a",1507.11645907916,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","4","a",603.902814902857,"0.95"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","4","a",1536.66776219835,"0.75"
"infiarkdhknt","東湖路","東湖路23號","E","4","a",503.252345752381,"0.75"
"infiarkdhknt","東湖路","東湖路23號","W","4","a",1182.05212476797,"0.95"
"infiarkdh","東湖路","東湖路115號","E","4","a",478.089728464762,"0.95"
"infiarkdh","東湖路","東湖路115號","W","4","a",1122.94951852957,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","0","p",778.131085454545,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","0","p",1539.68156060606,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","0","p",700.317976909091,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","0","p",1385.71340454545,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","0","p",661.411422636364,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","0","p",1308.72932651515,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","0","p",769.84078030303,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","0","p",389.065542727273,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","0","p",692.856702272727,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","N","0","p",389.065542727273,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","0","p",3449.6342969697,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","0","p",2286.21390060606,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","0","p",3104.67086727273,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","0","p",2286.21390060606,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","0","p",2794.20378054545,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","0","p",2794.20378054545,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","0","p",2514.78340249091,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","0","p",2514.78340249091,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","0","p",912.759030477941,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","0","p",1276.47650468137,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","0","p",894.503849868382,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","0","p",1302.006034775,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","0","p",876.248669258823,"0.95"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","0","p",1327.53556486863,"0.95"
"infiarkdhknt","東湖路","東湖路23號","E","0","p",730.207224382353,"0.95"
"infiarkdhknt","東湖路","東湖路23號","W","0","p",1021.1812037451,"0.95"
"infiarkdh","東湖路","東湖路115號","E","0","p",693.696863163235,"0.95"
"infiarkdh","東湖路","東湖路115號","W","0","p",970.122143557843,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","1","p",835.641628823529,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","1","p",1522.25383529412,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","1","p",752.077465941177,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","1","p",1370.02845176471,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","1","p",710.2953845,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","1","p",1293.91576,"0.75"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","1","p",761.126917647059,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","1","p",417.820814411765,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","1","p",685.014225882353,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","N","1","p",417.820814411765,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","1","p",3343.30962727273,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","1","p",2381.28274242424,"0.75"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","1","p",3008.97866454545,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","1","p",2381.28274242424,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","1","p",2708.08079809091,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","1","p",2708.08079809091,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","1","p",2437.27271828182,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","1","p",2437.27271828182,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","1","p",922.505227466793,"0.95"
"infiarkknthz","康寧路三段","康寧路三段30號","N","1","p",1281.25991242252,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","1","p",904.055122917457,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","1","p",1306.88511067097,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","1","p",885.605018368121,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","1","p",1332.51030891942,"0.95"
"infiarkdhknt","東湖路","東湖路23號","E","1","p",738.004181973434,"0.95"
"infiarkdhknt","東湖路","東湖路23號","W","1","p",1025.00792993801,"0.95"
"infiarkdh","東湖路","東湖路115號","E","1","p",701.103972874763,"0.95"
"infiarkdh","東湖路","東湖路115號","W","1","p",973.757533441113,"0.75"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","2","p",906.831871176471,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","2","p",1590.95358529412,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","2","p",816.148684058824,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","2","p",1431.85822676471,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","2","p",770.8070905,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","2","p",1352.3105475,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","2","p",795.476792647059,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","2","p",453.415935588235,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","2","p",715.929113382353,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","N","2","p",453.415935588235,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","2","p",3518.69655757576,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","2","p",2219.30668060606,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","2","p",3166.82690181818,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","2","p",2219.30668060606,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","2","p",2850.14421163636,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","2","p",2850.14421163636,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","2","p",2565.12979047273,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","2","p",2565.12979047273,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","2","p",916.749400632799,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","2","p",1277.15066043969,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","2","p",898.414412620143,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","2","p",1302.69367364848,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","2","p",880.079424607487,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","2","p",1328.23668685728,"0.95"
"infiarkdhknt","東湖路","東湖路23號","E","2","p",733.399520506239,"0.95"
"infiarkdhknt","東湖路","東湖路23號","W","2","p",1021.72052835175,"0.95"
"infiarkdh","東湖路","東湖路115號","E","2","p",696.729544480927,"0.95"
"infiarkdh","東湖路","東湖路115號","W","2","p",970.634501934165,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","3","p",841.212128484848,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","3","p",1561.98061818182,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","3","p",757.090915636364,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","3","p",1405.78255636364,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","3","p",715.030309212121,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","3","p",1327.68352545455,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","3","p",780.990309090909,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","3","p",420.606064242424,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","3","p",702.891278181818,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","N","3","p",420.606064242424,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","3","p",3226.19466909091,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","3","p",2293.13212484848,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","3","p",2903.57520218182,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","3","p",2293.13212484848,"0.75"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","3","p",2613.21768196364,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","3","p",2613.21768196364,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","3","p",2351.89591376727,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","3","p",2351.89591376727,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","3","p",945.847078030303,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","3","p",1285.61882678105,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","3","p",926.930136469697,"0.95"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","3","p",1311.33120331667,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","3","p",908.013194909091,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","3","p",1337.04357985229,"0.95"
"infiarkdhknt","東湖路","東湖路23號","E","3","p",756.677662424242,"0.95"
"infiarkdhknt","東湖路","東湖路23號","W","3","p",1028.49506142484,"0.95"
"infiarkdh","東湖路","東湖路115號","E","3","p",718.84377930303,"0.95"
"infiarkdh","東湖路","東湖路115號","W","3","p",977.070308353595,"0.75"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","E","4","p",949.659197142857,"0.95"
"infiarkygjz","陽光街","陽光街298號(近舊宗路)","W","4","p",1599.39218,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","E","4","p",854.693277428571,"0.95"
"infiarkygrg","陽光街","陽光街228號(近瑞光路)","W","4","p",1439.452962,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","E","4","p",807.210317571429,"0.95"
"infiarkygcg","陽光街","陽光街6號(近成功路二段)","W","4","p",1359.483353,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","E","4","p",799.69609,"0.95"
"infiarkrhjn","瑞湖街","江南街71巷65弄20號","W","4","p",474.829598571429,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","S","4","p",719.726481,"0.95"
"infiarkrh","瑞湖街","瑞湖街107號","N","4","p",474.829598571429,"0.95"
"infiarkmsss","麥帥一橋","麥帥一(近城)","E","4","p",3458.35573714286,"0.75"
"infiarkmsss","麥帥一橋","麥帥一(近城)","W","4","p",2414.93241828571,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","E","4","p",3112.52016342857,"0.95"
"infiarkmsnh","麥帥一橋","麥帥一(內湖)","W","4","p",2414.93241828571,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","E","4","p",2801.26814708571,"0.95"
"infiarknjdsjz","南京東路六段","南京舊宗路口","W","4","p",2801.26814708571,"0.95"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","E","4","p",2521.14133237714,"0.75"
"infiarknjds","南京東路六段","南京(遠雄曼哈頓)","W","4","p",2521.14133237714,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","S","4","p",928.459164069264,"0.75"
"infiarkknthz","康寧路三段","康寧路三段30號","N","4","p",1341.77585976335,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","S","4","p",909.889980787879,"0.75"
"infiarkknt","康寧路三段","康寧路三段(明湖國中)","N","4","p",1368.61137695861,"0.75"
"infiarkkntdh","康寧路三段","康寧路三段200號","S","4","p",891.320797506494,"0.95"
"infiarkkntdh","康寧路三段","康寧路三段200號","N","4","p",1395.44689415388,"0.95"
"infiarkdhknt","東湖路","東湖路23號","E","4","p",742.767331255411,"0.95"
"infiarkdhknt","東湖路","東湖路23號","W","4","p",1073.42068781068,"0.95"
"infiarkdh","東湖路","東湖路115號","E","4","p",705.628964692641,"0.95"
"infiarkdh","東湖路","東湖路115號","W","4","p",1019.74965342014,"0.95"
